chrom	type	start	end	name	locus_tag	old_locus_tag	RefSeq	product
1	gene	2161803	2162828	tsaD	SAUSA300_RS11010	SAUSA300_2002	YP_500758.1	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
1	gene	2162821	2163285	rimI	SAUSA300_RS11015	SAUSA300_2003	WP_001611465.1	ribosomal protein S18-alanine N-acetyltransferase
1	gene	2163258	2163920	tsaB	SAUSA300_RS11020	SAUSA300_2004	YP_500760.1	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
1	gene	2163901	2164362	tsaE	SAUSA300_RS11025	SAUSA300_2005	WP_000590797.1	tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
1	gene	2164400	2164555	SAUSA300_RS11030	SAUSA300_RS11030		YP_500762.1	hypothetical protein
1	gene	2164873	2166561	ilvD	SAUSA300_RS11035	SAUSA300_2006	YP_500763.1	dihydroxy-acid dehydratase
1	gene	2166589	2168358	ilvB	SAUSA300_RS11040	SAUSA300_2007	YP_500764.1	biosynthetic-type acetolactate synthase large subunit
1	gene	2168358	2168612	SAUSA300_RS11045	SAUSA300_RS11045	SAUSA300_2008	YP_500765.1	ACT domain-containing protein
1	gene	2168749	2169753	ilvC	SAUSA300_RS11050	SAUSA300_2009	YP_500766.1	ketol-acid reductoisomerase
1	gene	2169783	2171312	SAUSA300_RS11055	SAUSA300_RS11055	SAUSA300_2010	YP_500767.1	2-isopropylmalate synthase
1	gene	2171315	2172361	leuB	SAUSA300_RS11060	SAUSA300_2011	YP_500768.1	3-isopropylmalate dehydrogenase
1	gene	2172375	2173745	leuC	SAUSA300_RS11065	SAUSA300_2012	YP_500769.1	3-isopropylmalate dehydratase large subunit
1	gene	2173746	2174318	leuD	SAUSA300_RS11070	SAUSA300_2013	YP_500770.1	3-isopropylmalate dehydratase small subunit
1	gene	2174333	2175601	ilvA	SAUSA300_RS11075	SAUSA300_2014	YP_500771.1	threonine ammonia-lyase IlvA
1	gene	2175811	2175925	rrf	SAUSA300_RS11085	SAUSA300_2015		
1	gene	2175998	2178920	SAUSA300_RS11090	SAUSA300_RS11090	SAUSA300_2016		
1	gene	2179469	2181020	SAUSA300_RS11095	SAUSA300_RS11095	SAUSA300_2017		
1	gene	2181139	2181212	SAUSA300_RS11100	SAUSA300_RS11100	SAUSA300_2018		
1	gene	2181235	2181317	SAUSA300_RS11105	SAUSA300_RS11105	SAUSA300_2019		
1	gene	2181964	2182419	SAUSA300_RS11110	SAUSA300_RS11110	SAUSA300_2020	YP_500774.1	SprT family protein
1	gene	2182412	2184562	SAUSA300_RS11115	SAUSA300_RS11115	SAUSA300_2021	YP_500775.1	RNA-binding transcriptional accessory protein
1	gene	2184996	2185766	sigB	SAUSA300_RS11120	SAUSA300_2022	YP_500776.1	RNA polymerase sigma factor SigB
1	gene	2185741	2186220	rsbW	SAUSA300_RS11125	SAUSA300_2023	WP_001190828.1	anti-sigma B factor RsbW
1	gene	2186222	2186548	SAUSA300_RS11130	SAUSA300_RS11130	SAUSA300_2024	WP_019468012.1	anti-sigma factor antagonist
1	gene	2186667	2187668	SAUSA300_RS11135	SAUSA300_RS11135	SAUSA300_2025	WP_000390648.1	PP2C family protein-serine/threonine phosphatase
1	gene	2188018	2188380	SAUSA300_RS11145	SAUSA300_RS11145	SAUSA300_2026	YP_500782.1	type II toxin-antitoxin system PemK/MazF family toxin
1	gene	2188377	2188547	mazE	SAUSA300_RS11150		YP_500783.1	type II toxin-antitoxin system antitoxin MazE
1	gene	2188632	2189780	alr	SAUSA300_RS11155	SAUSA300_2027	YP_500784.1	alanine racemase
1	gene	2189846	2190205	SAUSA300_RS11160	SAUSA300_RS11160	SAUSA300_2028	YP_500785.1	holo-ACP synthase
1	gene	2190209	2190700	SAUSA300_RS11165	SAUSA300_RS11165	SAUSA300_2029	YP_500786.1	PH domain-containing protein
1	gene	2190687	2192270	SAUSA300_RS11170	SAUSA300_RS11170	SAUSA300_2030	YP_500787.1	PH domain-containing protein
1	gene	2192263	2192742	SAUSA300_RS11175	SAUSA300_RS11175	SAUSA300_2031	YP_500788.1	hypothetical protein
1	gene	2192950	2193510	SAUSA300_RS11180	SAUSA300_RS11180	SAUSA300_2032	YP_500789.1	K(+)-transporting ATPase subunit C
1	gene	2193530	2195557	kdpB	SAUSA300_RS11185	SAUSA300_2033	WP_000546595.1	potassium-transporting ATPase subunit KdpB
1	gene	2195576	2197252	kdpA	SAUSA300_RS11190	SAUSA300_2034	YP_500791.1	potassium-transporting ATPase subunit A
1	gene	2197276	2197386	kdpF	SAUSA300_RS11195		YP_500792.1	K(+)-transporting ATPase subunit F
1	gene	2197524	2200181	SAUSA300_RS11200	SAUSA300_RS11200	SAUSA300_2035	YP_500793.1	sensor histidine kinase KdpD
1	gene	2200181	2200876	SAUSA300_RS11205	SAUSA300_RS11205	SAUSA300_2036	YP_500794.1	response regulator transcription factor
1	gene	2201245	2202765	SAUSA300_RS11210	SAUSA300_RS11210	SAUSA300_2037	YP_500795.1	DEAD/DEAH box helicase
1	gene	2203282	2204640	SAUSA300_RS11215	SAUSA300_RS11215	SAUSA300_2038	YP_500796.1	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
1	gene	2204655	2205725	SAUSA300_RS11220	SAUSA300_RS11220	SAUSA300_2039	YP_500797.1	D-alanine--D-alanine ligase
1	gene	2206043	2207245	SAUSA300_RS11225	SAUSA300_RS11225	SAUSA300_2040	YP_500798.1	rod shape-determining protein RodA
1	gene	2207509	2207646	SAUSA300_RS11230	SAUSA300_RS11230	SAUSA300_2041	YP_500799.1	hypothetical protein
1	gene	2207774	2207983	SAUSA300_RS11235	SAUSA300_RS11235	SAUSA300_2042	YP_500800.1	heavy-metal-associated domain-containing protein
1	gene	2207995	2208288	csoR	SAUSA300_RS11240	SAUSA300_2043	YP_500801.1	copper-sensing transcriptional repressor CsoR
1	gene	2208454	2209938	cls	SAUSA300_RS11245	SAUSA300_2044	YP_500802.1	cardiolipin synthase
1	gene	2209966	2210613	SAUSA300_RS11250	SAUSA300_RS11250	SAUSA300_2045	YP_500803.1	HD domain-containing protein
1	gene	2211426	2212298	yidC	SAUSA300_RS11265	SAUSA300_2046	YP_500806.1	membrane protein insertase YidC
1	gene	2212384	2213025	SAUSA300_RS11270	SAUSA300_RS11270	SAUSA300_2047	YP_500807.1	thiamine phosphate synthase
1	gene	2213027	2213818	thiM	SAUSA300_RS11275	SAUSA300_2048	YP_500808.1	hydroxyethylthiazole kinase
1	gene	2213802	2214632	thiD	SAUSA300_RS11280	SAUSA300_2049	YP_500809.1	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase
1	gene	2214625	2215314	tenA	SAUSA300_RS11285	SAUSA300_2050	YP_500810.1	thiaminase II
1	gene	2215700	2216395	sceD	SAUSA300_RS11295	SAUSA300_2051	YP_500812.1	lytic transglycosylase SceD
1	gene	2216832	2217179	SAUSA300_RS11300	SAUSA300_RS11300	SAUSA300_2052	WP_002466750.1	single-stranded DNA-binding protein
1	gene	2217373	2217813	SAUSA300_RS11305	SAUSA300_RS11305	SAUSA300_2053	WP_000846746.1	YwpF-like family protein
1	gene	2217872	2218312	fabZ	SAUSA300_RS11310	SAUSA300_2054	YP_500815.1	3-hydroxyacyl-ACP dehydratase FabZ
1	gene	2218346	2219611	murA	SAUSA300_RS11315	SAUSA300_2055	YP_500816.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
1	gene	2219722	2219955	SAUSA300_RS11320	SAUSA300_RS11320	SAUSA300_2056	YP_500817.1	DUF1146 domain-containing protein
1	gene	2220087	2220179	SAUSA300_RS11325	SAUSA300_RS11325		YP_500818.1	hypothetical protein
1	gene	2220517	2220921	SAUSA300_RS11330	SAUSA300_RS11330	SAUSA300_2057	YP_500819.1	F0F1 ATP synthase subunit epsilon
1	gene	2220941	2222353	atpD	SAUSA300_RS11335	SAUSA300_2058	WP_017636767.1	F0F1 ATP synthase subunit beta
1	gene	2222375	2223241	SAUSA300_RS11340	SAUSA300_RS11340	SAUSA300_2059	YP_500821.2	F0F1 ATP synthase subunit gamma
1	gene	2223272	2224780	SAUSA300_RS11345	SAUSA300_RS11345	SAUSA300_2060	YP_500822.1	F0F1 ATP synthase subunit alpha
1	gene	2224802	2225341	SAUSA300_RS11350	SAUSA300_RS11350	SAUSA300_2061	YP_500823.1	F0F1 ATP synthase subunit delta
1	gene	2225341	2225862	SAUSA300_RS11355	SAUSA300_RS11355	SAUSA300_2062	YP_500824.1	F0F1 ATP synthase subunit B
1	gene	2226060	2226272	atpE	SAUSA300_RS11360	SAUSA300_2063	YP_500825.1	F0F1 ATP synthase subunit C
1	gene	2226315	2227043	atpB	SAUSA300_RS11365	SAUSA300_2064	YP_500826.1	F0F1 ATP synthase subunit A
1	gene	2227064	2227516	SAUSA300_RS11370	SAUSA300_RS11370		YP_500827.1	ATP synthase subunit I
1	gene	2227584	2228711	wecB	SAUSA300_RS11375	SAUSA300_2065	YP_500828.1	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
1	gene	2228735	2229364	upp	SAUSA300_RS11380	SAUSA300_2066	WP_017636774.1	uracil phosphoribosyltransferase
1	gene	2229392	2230630	SAUSA300_RS11385	SAUSA300_RS11385	SAUSA300_2067	YP_500830.1	serine hydroxymethyltransferase
1	gene	2230657	2231181	SAUSA300_RS11390	SAUSA300_RS11390	SAUSA300_2068	YP_500831.1	TIGR01440 family protein
1	gene	2231288	2231707	SAUSA300_RS11395	SAUSA300_RS11395	SAUSA300_2069	YP_500832.1	low molecular weight protein arginine phosphatase
1	gene	2231704	2232750	SAUSA300_RS11400	SAUSA300_RS11400	SAUSA300_2070	WP_006190783.1	threonylcarbamoyl-AMP synthase
1	gene	2232834	2233670	prmC	SAUSA300_RS11405	SAUSA300_2071	WP_000248725.1	peptide chain release factor N(5)-glutamine methyltransferase
1	gene	2233657	2234733	prfA	SAUSA300_RS11410	SAUSA300_2072	WP_015445905.1	peptide chain release factor 1
1	gene	2234734	2235333	SAUSA300_RS11415	SAUSA300_RS11415	SAUSA300_2073	YP_500836.1	thymidine kinase
1	gene	2235680	2235934	SAUSA300_RS11420	SAUSA300_RS11420	SAUSA300_2074	YP_500837.1	type B 50S ribosomal protein L31
1	gene	2236052	2237368	rho	SAUSA300_RS11425	SAUSA300_2075	YP_500838.1	transcription termination factor Rho
1	gene	2237615	2239042	SAUSA300_RS11430	SAUSA300_RS11430	SAUSA300_2076	YP_500839.1	aldehyde dehydrogenase family protein
1	gene	2239280	2239615	SAUSA300_RS11435	SAUSA300_RS11435	SAUSA300_2077	YP_500840.1	helix-turn-helix transcriptional regulator
1	gene	2239704	2240963	SAUSA300_RS11440	SAUSA300_RS11440	SAUSA300_2078	YP_500841.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
1	gene	2241429	2242289	SAUSA300_RS11445	SAUSA300_RS11445	SAUSA300_2079	WP_002468309.1	fructose-bisphosphate aldolase
1	gene	2242507	2243028	SAUSA300_RS11450	SAUSA300_RS11450	SAUSA300_2080	YP_500843.1	DUF2529 domain-containing protein
1	gene	2243137	2244747	SAUSA300_RS11455	SAUSA300_RS11455	SAUSA300_2081	YP_500844.1	CTP synthase
1	gene	2245083	2245613	SAUSA300_RS11460	SAUSA300_RS11460	SAUSA300_2082	YP_500845.1	DNA-directed RNA polymerase subunit delta
1	gene	2245725	2246585	SAUSA300_RS11465	SAUSA300_RS11465	SAUSA300_2083	YP_500846.1	GNAT family N-acetyltransferase
1	gene	2247009	2247812	coaW	SAUSA300_RS11475	SAUSA300_2084	YP_500848.1	type II pantothenate kinase
1	gene	2247942	2248613	SAUSA300_RS11480	SAUSA300_RS11480	SAUSA300_2085	YP_500849.1	DUF2750 domain-containing protein
1	gene	2249012	2250205	SAUSA300_RS11485	SAUSA300_RS11485	SAUSA300_2086	YP_500850.1	hypothetical protein
1	gene	2250205	2251389	SAUSA300_RS11490	SAUSA300_RS11490	SAUSA300_2087	YP_500851.1	M20 family metallopeptidase
1	gene	2251700	2252170	SAUSA300_RS11495	SAUSA300_RS11495	SAUSA300_2088	YP_500852.1	S-ribosylhomocysteine lyase
1	gene	2252322	2252672	SAUSA300_RS11500	SAUSA300_RS11500		YP_500853.1	membrane protein
1	gene	2252686	2253987	SAUSA300_RS11505	SAUSA300_RS11505	SAUSA300_2089	YP_500854.1	pyrimidine-nucleoside phosphorylase
1	gene	2254266	2254928	deoC	SAUSA300_RS11515	SAUSA300_2090	YP_500856.1	deoxyribose-phosphate aldolase
1	gene	2255243	2255953	deoD	SAUSA300_RS11520	SAUSA300_2091	YP_500857.1	purine-nucleoside phosphorylase
1	gene	2256074	2256517	SAUSA300_RS11525	SAUSA300_RS11525	SAUSA300_2092	YP_500858.1	DNA starvation/stationary phase protection protein
1	gene	2256717	2257130	SAUSA300_RS11530	SAUSA300_RS11530	SAUSA300_2093	YP_500859.1	thiol-disulfide oxidoreductase DCC family protein
1	gene	2257588	2258961	SAUSA300_RS11535	SAUSA300_RS11535	SAUSA300_2094	YP_500860.1	EVE domain-containing protein
1	gene	2259633	2259863	SAUSA300_RS11540	SAUSA300_RS11540	SAUSA300_2095	YP_500861.1	hypothetical protein
1	gene	2259894	2260832	SAUSA300_RS11545	SAUSA300_RS11545	SAUSA300_2096	WP_001620169.1	class I mannose-6-phosphate isomerase
1	gene	2261267	2261932	SAUSA300_RS11550	SAUSA300_RS11550	SAUSA300_2097	YP_500864.1	SDR family oxidoreductase
1	gene	2262084	2262404	czrA	SAUSA300_RS11555	SAUSA300_2098	YP_500865.1	Zn(II)-responsive metalloregulatory transcriptional repressor CzrA
1	gene	2262406	2263386	czrB	SAUSA300_RS11560	SAUSA300_2099	YP_500866.1	CDF family zinc efflux transporter CzrB
1	gene	2263652	2264743	SAUSA300_RS11565	SAUSA300_RS11565	SAUSA300_2100	YP_500867.1	lytic regulatory protein
1	gene	2265243	2265347	SAUSA300_RS11570	SAUSA300_RS11570		YP_500868.1	hypothetical protein
1	pseudogene	2265508	2265991	SAUSA300_RS15820	SAUSA300_RS15820		WP_001837446.1	recombinase family protein
1	gene	2266034	2267170	SAUSA300_RS11580	SAUSA300_RS11580	SAUSA300_2101	YP_500870.1	SAP domain-containing protein
1	gene	2267459	2267551	SAUSA300_RS11585	SAUSA300_RS11585		YP_500871.1	hypothetical protein
1	gene	2268256	2269113	SAUSA300_RS11590	SAUSA300_RS11590	SAUSA300_2102	YP_500873.1	Cof-type HAD-IIB family hydrolase
1	gene	2269181	2269963	SAUSA300_RS11595	SAUSA300_RS11595	SAUSA300_2103	YP_500874.1	ABC transporter ATP-binding protein
1	gene	2270195	2272000	glmS	SAUSA300_RS11600	SAUSA300_2104	YP_500875.1	glutamine--fructose-6-phosphate transaminase (isomerizing)
1	gene	2272681	2274219	SAUSA300_RS11605	SAUSA300_RS11605	SAUSA300_2105	YP_500876.1	PTS mannitol transporter subunit IICB
1	gene	2274254	2276386	SAUSA300_RS11610	SAUSA300_RS11610	SAUSA300_2106	YP_500877.1	BglG family transcription antiterminator
1	gene	2276398	2276832	SAUSA300_RS11615	SAUSA300_RS11615	SAUSA300_2107	YP_500878.1	PTS sugar transporter subunit IIA
1	gene	2276832	2277938	SAUSA300_RS11620	SAUSA300_RS11620	SAUSA300_2108	YP_500879.1	mannitol-1-phosphate 5-dehydrogenase
1	pseudogene	2278257	2285693	SAUSA300_RS11625	SAUSA300_RS11625		YP_500880.1	DUF1542 domain-containing protein
1	gene	2285970	2287325	SAUSA300_RS11630	SAUSA300_RS11630	SAUSA300_2111	YP_500881.1	phosphoglucosamine mutase
1	gene	2287352	2288284	SAUSA300_RS11635	SAUSA300_RS11635	SAUSA300_2112	YP_500882.1	YbbR-like domain-containing protein
1	gene	2288286	2289095	SAUSA300_RS11640	SAUSA300_RS11640	SAUSA300_2113	YP_500883.1	TIGR00159 family protein
1	gene	2289284	2290192	rocF	SAUSA300_RS11645	SAUSA300_2114	YP_500884.1	arginase
1	pseudogene	2290418	2291737	SAUSA300_RS11650	SAUSA300_RS11650	SAUSA300_2115	WP_001622764.1	ISL3-like element IS1181 family transposase
1	gene	2291756	2291860	SAUSA300_RS15540	SAUSA300_RS15540		YP_500886.1	hypothetical protein
1	gene	2291851	2291923	SAUSA300_RS11655	SAUSA300_RS11655	SAUSA300_2116		
1	gene	2291927	2292001	SAUSA300_RS11660	SAUSA300_RS11660	SAUSA300_2117		
1	gene	2292011	2292094	SAUSA300_RS11665	SAUSA300_RS11665	SAUSA300_2118		
1	gene	2292124	2292199	SAUSA300_RS11670	SAUSA300_RS11670	SAUSA300_2119		
1	gene	2292207	2292278	SAUSA300_RS11675	SAUSA300_RS11675	SAUSA300_2120		
1	gene	2292280	2292354	SAUSA300_RS11680	SAUSA300_RS11680	SAUSA300_2121		
1	gene	2292365	2292479	rrf	SAUSA300_RS11685	SAUSA300_2122		
1	gene	2292552	2295474	SAUSA300_RS11690	SAUSA300_RS11690	SAUSA300_2123		
1	gene	2296023	2297574	SAUSA300_RS11695	SAUSA300_RS11695	SAUSA300_2124		
1	gene	2297757	2297942	SAUSA300_RS11700	SAUSA300_RS11700		YP_500888.1	hypothetical protein
1	gene	2298031	2299095	SAUSA300_RS11705	SAUSA300_RS11705	SAUSA300_2125	WP_017804887.1	P-loop NTPase
1	gene	2299243	2300685	lmrS	SAUSA300_RS11710	SAUSA300_2126	YP_500890.1	multidrug efflux MFS transporter LmrS
1	gene	2301007	2301480	sepA	SAUSA300_RS11715	SAUSA300_2127	YP_500891.1	multidrug efflux transporter SepA
1	gene	2301579	2302922	SAUSA300_RS11720	SAUSA300_RS11720	SAUSA300_2128	YP_500892.1	MFS transporter
1	gene	2303099	2303782	SAUSA300_RS11725	SAUSA300_RS11725	SAUSA300_2129	YP_500893.1	hemolysin III family protein
1	gene	2303801	2304988	SAUSA300_RS11730	SAUSA300_RS11730	SAUSA300_2130	YP_500894.1	UDPGP type 1 family protein
1	gene	2305032	2305547	SAUSA300_RS11735	SAUSA300_RS11735	SAUSA300_2131	YP_500895.1	metal-dependent hydrolase
1	gene	2305724	2305984	SAUSA300_RS11740	SAUSA300_RS11740	SAUSA300_2132	YP_500896.1	hypothetical protein
1	gene	2306116	2307486	SAUSA300_RS11745	SAUSA300_RS11745	SAUSA300_2133	WP_001670170.1	YjiH family protein
1	gene	2307722	2308690	SAUSA300_RS11750	SAUSA300_RS11750	SAUSA300_2134	YP_500898.1	iron chelate uptake ABC transporter family permease subunit
1	gene	2308687	2309718	SAUSA300_RS11755	SAUSA300_RS11755	SAUSA300_2135	YP_500899.1	iron ABC transporter permease
1	gene	2309730	2310713	SAUSA300_RS11760	SAUSA300_RS11760	SAUSA300_2136	YP_500900.1	ABC transporter substrate-binding protein
1	gene	2310879	2311004	SAUSA300_RS11765	SAUSA300_RS11765		YP_500901.1	hypothetical protein
1	gene	2311105	2312175	sfaC	SAUSA300_RS11770	SAUSA300_2137	YP_500902.1	staphyloferrin A biosynthesis protein SfaC
1	gene	2312182	2313939	sfaB	SAUSA300_RS11775	SAUSA300_2138	YP_500903.1	staphyloferrin A synthetase SfaB
1	gene	2313926	2315119	sfaA	SAUSA300_RS11780	SAUSA300_2139	YP_500904.1	staphyloferrin A export MFS transporter
1	gene	2315221	2317197	sfaD	SAUSA300_RS11785	SAUSA300_2140	YP_500905.1	D-ornithine--citrate ligase SfaD
1	pseudogene	2317653	2319277	SAUSA300_RS15545	SAUSA300_RS15545	SAUSA300_2141	WP_000277741.1	IS1182 family transposase
1	gene	2319313	2319822	SAUSA300_RS11805	SAUSA300_RS11805	SAUSA300_2142	YP_500909.1	Asp23/Gls24 family envelope stress response protein
1	gene	2319885	2320124	SAUSA300_RS11810	SAUSA300_RS11810	SAUSA300_2143	YP_500910.1	DUF2273 domain-containing protein
1	gene	2320137	2320673	amaP	SAUSA300_RS11815	SAUSA300_2144	YP_500911.1	alkaline shock response membrane anchor protein AmaP
1	gene	2320848	2322410	SAUSA300_RS11820	SAUSA300_RS11820	SAUSA300_2145	YP_500912.1	BCCT family transporter
1	gene	2322717	2323718	SAUSA300_RS11825	SAUSA300_RS11825	SAUSA300_2146	YP_500913.1	zinc-binding alcohol dehydrogenase family protein
1	gene	2323952	2324953	SAUSA300_RS11830	SAUSA300_RS11830	SAUSA300_2147	YP_500914.1	NADP-dependent oxidoreductase
1	gene	2325236	2326105	SAUSA300_RS11835	SAUSA300_RS11835	SAUSA300_2148	WP_000719336.1	alpha/beta hydrolase
1	gene	2326371	2327783	lacG	SAUSA300_RS11840	SAUSA300_2149	YP_500916.1	6-phospho-beta-galactosidase
1	gene	2327801	2329513	SAUSA300_RS11845	SAUSA300_RS11845	SAUSA300_2150	YP_500917.1	PTS transporter subunit EIIC
1	gene	2329519	2329830	SAUSA300_RS11850	SAUSA300_RS11850	SAUSA300_2151	YP_500918.1	PTS lactose/cellobiose transporter subunit IIA
1	gene	2329852	2330832	lacD	SAUSA300_RS11855	SAUSA300_2152	YP_500919.1	tagatose-bisphosphate aldolase
1	gene	2330836	2331768	lacC	SAUSA300_RS11860	SAUSA300_2153	YP_500920.1	tagatose-6-phosphate kinase
1	gene	2331781	2332296	lacB	SAUSA300_RS15895	SAUSA300_2154	YP_500921.1	galactose-6-phosphate isomerase subunit LacB
1	gene	2332312	2332740	lacA	SAUSA300_RS15900	SAUSA300_2155	YP_500922.1	galactose-6-phosphate isomerase subunit LacA
1	gene	2333108	2333899	SAUSA300_RS11875	SAUSA300_RS11875	SAUSA300_2156	YP_500923.1	DeoR/GlpR transcriptional regulator
1	gene	2334105	2334845	SAUSA300_RS11880	SAUSA300_RS11880	SAUSA300_2157	YP_500924.1	NAD-dependent protein deacylase
1	gene	2334882	2335043	SAUSA300_RS11885	SAUSA300_RS11885		YP_500925.1	hypothetical protein
1	pseudogene	2335136	2335743	SAUSA300_RS11890	SAUSA300_RS11890	SAUSA300_2158	YP_500926.1	DUF3885 domain-containing protein
1	gene	2336005	2336130	SAUSA300_RS11895	SAUSA300_RS11895		YP_500927.1	hypothetical protein
1	gene	2336350	2337198	SAUSA300_RS11900	SAUSA300_RS11900	SAUSA300_2159	YP_500928.1	aldo/keto reductase
1	gene	2337268	2337684	SAUSA300_RS11905	SAUSA300_RS11905	SAUSA300_2160	YP_500929.1	MerR family transcriptional regulator
1	gene	2337928	2338095	SAUSA300_RS11910	SAUSA300_RS11910		YP_500930.1	hypothetical protein
1	gene	2338092	2340515	hysA	SAUSA300_RS11915	SAUSA300_2161	YP_500931.1	hyaluronate lyase HysA
1	gene	2340575	2341429	SAUSA300_RS11920	SAUSA300_RS11920	SAUSA300_2162	WP_017431906.1	M23 family metallopeptidase
1	gene	2341640	2342455	SAUSA300_RS11925	SAUSA300_RS11925	SAUSA300_2163	YP_500933.1	HAD-IIB family hydrolase
1	gene	2342749	2343174	SAUSA300_RS11930	SAUSA300_RS11930	SAUSA300_2164	WP_000769702.1	MAP domain-containing protein
1	gene	2343538	2344242	budA	SAUSA300_RS11935	SAUSA300_2165	YP_500935.1	acetolactate decarboxylase
1	gene	2344279	2345943	alsS	SAUSA300_RS11940	SAUSA300_2166	YP_500936.1	acetolactate synthase AlsS
1	gene	2346176	2346415	SAUSA300_RS11945	SAUSA300_RS11945		YP_500937.1	hypothetical protein
1	gene	2346397	2346579	SAUSA300_RS11950	SAUSA300_RS11950		YP_500938.1	hypothetical protein
1	gene	2347133	2348539	SAUSA300_RS11955	SAUSA300_RS11955	SAUSA300_2167	YP_500939.1	hypothetical protein
1	gene	2348668	2349804	SAUSA300_RS11960	SAUSA300_RS11960	SAUSA300_2168	YP_500940.1	ATP-dependent Clp protease ATP-binding subunit
1	gene	2349805	2350548	SAUSA300_RS11965	SAUSA300_RS11965	SAUSA300_2169	WP_000365049.1	hypothetical protein
1	gene	2350609	2350878	SAUSA300_RS11970	SAUSA300_RS11970			
1	gene	2350899	2351996	SAUSA300_RS11975	SAUSA300_RS11975	SAUSA300_2170	YP_500944.1	hypothetical protein
1	gene	2352541	2352939	rpsI	SAUSA300_RS11985	SAUSA300_2171	YP_500946.1	30S ribosomal protein S9
1	gene	2352953	2353390	rplM	SAUSA300_RS11990	SAUSA300_2172	WP_019468667.1	50S ribosomal protein L13
1	gene	2353630	2354433	truA	SAUSA300_RS11995	SAUSA300_2173	YP_500948.1	tRNA pseudouridine(38-40) synthase TruA
1	gene	2354438	2355244	SAUSA300_RS12000	SAUSA300_RS12000	SAUSA300_2174	YP_500949.1	energy-coupling factor transporter transmembrane protein EcfT
1	gene	2355234	2356094	SAUSA300_RS12005	SAUSA300_RS12005	SAUSA300_2175	YP_500950.1	energy-coupling factor transporter ATPase
1	gene	2356091	2356900	SAUSA300_RS12010	SAUSA300_RS12010	SAUSA300_2176	YP_500951.1	energy-coupling factor transporter ATPase
1	gene	2357438	2357806	rplQ	SAUSA300_RS12015	SAUSA300_2177	WP_002450507.1	50S ribosomal protein L17
1	gene	2357823	2358767	SAUSA300_RS12020	SAUSA300_RS12020	SAUSA300_2178	WP_011302606.1	DNA-directed RNA polymerase subunit alpha
1	gene	2358842	2359231	rpsK	SAUSA300_RS12025	SAUSA300_2179	WP_016998822.1	30S ribosomal protein S11
1	gene	2359255	2359620	rpsM	SAUSA300_RS12030	SAUSA300_2180	WP_015900957.1	30S ribosomal protein S13
1	gene	2359643	2359756	rpmJ	SAUSA300_RS12035	SAUSA300_2181	WP_003720928.1	50S ribosomal protein L36
1	gene	2359788	2360006	infA	SAUSA300_RS12040	SAUSA300_2182	WP_017185218.1	translation initiation factor IF-1
1	gene	2360199	2360846	SAUSA300_RS12045	SAUSA300_RS12045	SAUSA300_2183	YP_500958.1	adenylate kinase
1	gene	2360863	2362155	secY	SAUSA300_RS12050	SAUSA300_2184	YP_500959.1	preprotein translocase subunit SecY
1	gene	2362155	2362595	rplO	SAUSA300_RS12055	SAUSA300_2185	YP_500960.1	50S ribosomal protein L15
1	gene	2362612	2362791	rpmD	SAUSA300_RS12060	SAUSA300_2186	WP_001096577.1	50S ribosomal protein L30
1	gene	2362808	2363308	rpsE	SAUSA300_RS12065	SAUSA300_2187	WP_016426364.1	30S ribosomal protein S5
1	gene	2363329	2363688	rplR	SAUSA300_RS12070	SAUSA300_2188	WP_011275136.1	50S ribosomal protein L18
1	gene	2363719	2364255	rplF	SAUSA300_RS12075	SAUSA300_2189	WP_001829740.1	50S ribosomal protein L6
1	gene	2364280	2364678	rpsH	SAUSA300_RS12080	SAUSA300_2190	WP_000178880.1	30S ribosomal protein S8
1	gene	2364710	2364895	SAUSA300_RS12085	SAUSA300_RS12085	SAUSA300_2191	WP_011245027.1	type Z 30S ribosomal protein S14
1	gene	2364918	2365457	rplE	SAUSA300_RS12090	SAUSA300_2192	WP_011275133.1	50S ribosomal protein L5
1	gene	2365484	2365801	rplX	SAUSA300_RS12095	SAUSA300_2193	YP_500968.1	50S ribosomal protein L24
1	gene	2365837	2366205	rplN	SAUSA300_RS12100	SAUSA300_2194	WP_012727667.1	50S ribosomal protein L14
1	gene	2366237	2366500	rpsQ	SAUSA300_RS12105	SAUSA300_2195	WP_011983253.1	30S ribosomal protein S17
1	gene	2366524	2366733	rpmC	SAUSA300_RS12110	SAUSA300_2196	WP_002509269.1	50S ribosomal protein L29
1	gene	2366723	2367157	rplP	SAUSA300_RS12115	SAUSA300_2197	WP_001829782.1	50S ribosomal protein L16
1	gene	2367160	2367813	rpsC	SAUSA300_RS12120	SAUSA300_2198	YP_500973.1	30S ribosomal protein S3
1	gene	2367837	2368190	rplV	SAUSA300_RS12125	SAUSA300_2199	WP_000387528.1	50S ribosomal protein L22
